"ID","chrom","loc.start","loc.end","num.mark","seg.mean","seg.sd","seg.median","seg.mad","sample"
"sampleid","chr8",4875000,12525000,57,-0.2159,0.1322,-0.1998,0.1305,"GSM1606855"
"sampleid","chr8",12575000,19475000,27,-0.4738,0.1882,-0.4513,0.1912,"GSM1606855"
"sampleid","chr8",19575000,94075000,328,-0.0914,0.1648,-0.0713,0.1417,"GSM1606855"
"sampleid","chr8",94375000,146277011,269,0.212,0.1353,0.2148,0.1229,"GSM1606855"
"sampleid","chr9",130000,25425000,37,-0.3518,0.1356,-0.3306,0.1292,"GSM1606855"
"sampleid","chr9",27250000,141076716,346,0.0281,0.1102,0.0504,0.0938,"GSM1606855"
"sampleid","chr1",635684,249195311,1593,0.1158,0.0962,0.115,0.0956,"GSM1606856"
"sampleid","chr10",105000,135462374,840,0.024,0.0896,0.0261,0.0855,"GSM1606856"
"sampleid","chr11",130000,4700000,73,-0.057,0.0758,-0.0415,0.0614,"GSM1606856"
"sampleid","chr11",4850000,6100000,11,-0.2891,0.1033,-0.2883,0.1057,"GSM1606856"
"sampleid","chr11",6225000,48125000,234,-0.0946,0.0937,-0.0848,0.0835,"GSM1606856"
"sampleid","chr11",48550000,50516927,8,-0.3223,0.0792,-0.3669,0.021,"GSM1606856"
"sampleid","chr11",54922103,56675000,8,-0.0687,0.1263,-0.0853,0.1592,"GSM1606856"
"sampleid","chr11",56975000,71225000,189,0.1702,0.071,0.1712,0.0683,"GSM1606856"
"sampleid","chr11",71275000,71550000,5,-0.0646,0.1245,-0.109,0.0328,"GSM1606856"
"sampleid","chr11",71650000,87894189,99,0.2432,0.084,0.2355,0.0797,"GSM1606856"
"sampleid","chr11",88075000,89675000,6,0.0762,0.103,0.0548,0.0555,"GSM1606856"
"sampleid","chr11",89925000,102650000,48,0.2643,0.0944,0.2506,0.1061,"GSM1606856"
"sampleid","chr11",102725000,107150000,15,0.0344,0.0659,0.0303,0.0776,"GSM1606856"
"sampleid","chr11",107425000,134873258,218,0.2104,0.0915,0.2013,0.0958,"GSM1606856"
"sampleid","chr12",172870,600000,7,-0.3762,0.133,-0.3627,0.1361,"GSM1606856"
"sampleid","chr12",675000,133770948,841,-0.1148,0.098,-0.1024,0.0885,"GSM1606856"
"sampleid","chr13",19110000,72850000,253,-0.1418,0.0932,-0.1304,0.0741,"GSM1606856"
"sampleid","chr13",73325000,115079939,178,0.0169,0.0839,0.0246,0.068,"GSM1606856"
"sampleid","chr14",19325000,107119770,528,-0.0989,0.0953,-0.0899,0.0798,"GSM1606856"
"sampleid","chr15",20225000,23407427,14,-0.1165,0.0784,-0.1093,0.0556,"GSM1606856"
"sampleid","chr15",23707427,25225000,9,-0.2881,0.1143,-0.2876,0.1212,"GSM1606856"
"sampleid","chr15",25275000,102410696,548,-0.0993,0.0837,-0.0941,0.0773,"GSM1606856"
"sampleid","chr16",105000,31825000,268,-0.0796,0.0715,-0.0756,0.0681,"GSM1606856"
"sampleid","chr16",32075000,34600000,12,-0.2817,0.0912,-0.258,0.074,"GSM1606856"
"sampleid","chr16",35017901,58775000,91,-0.0625,0.0713,-0.0585,0.0618,"GSM1606856"
"sampleid","chr16",59975000,65050000,6,-0.2402,0.1093,-0.2455,0.0748,"GSM1606856"
"sampleid","chr16",65175000,90222377,247,-0.0645,0.0727,-0.0663,0.0651,"GSM1606856"
"sampleid","chr17",25000,21350000,232,-0.0931,0.0819,-0.0807,0.0798,"GSM1606856"
"sampleid","chr17",21425000,38675000,142,-0.2782,0.1164,-0.2636,0.0917,"GSM1606856"
"sampleid","chr17",38750000,39400000,10,-0.5163,0.0546,-0.5171,0.0558,"GSM1606856"
"sampleid","chr17",39475000,42225000,50,-0.2597,0.0715,-0.2381,0.0649,"GSM1606856"
"sampleid","chr17",42275000,81122605,380,0.1095,0.0917,0.0994,0.0926,"GSM1606856"
"sampleid","chr18",80000,77983624,243,-0.1253,0.0807,-0.1244,0.0798,"GSM1606856"
"sampleid","chr19",180000,28015891,329,0.0438,0.07,0.0493,0.0612,"GSM1606856"
"sampleid","chr19",28775000,31375000,13,0.6239,0.1616,0.6031,0.1916,"GSM1606856"
"sampleid","chr19",31825000,59084492,365,-0.0849,0.0763,-0.0785,0.0739,"GSM1606856"
"sampleid","chr2",130000,162625000,838,0.0291,0.0878,0.0353,0.0796,"GSM1606856"
"sampleid","chr2",163050000,187550000,105,-0.156,0.0822,-0.1538,0.0952,"GSM1606856"
"sampleid","chr2",187675000,190150000,7,-0.3494,0.0833,-0.3094,0.0609,"GSM1606856"
"sampleid","chr2",190325000,243026238,332,-0.1014,0.0852,-0.0941,0.0715,"GSM1606856"
"sampleid","chr20",155000,62907760,359,-0.074,0.0719,-0.0724,0.0612,"GSM1606856"
"sampleid","chr21",10848948,32125000,32,-0.231,0.1338,-0.2468,0.1189,"GSM1606856"
"sampleid","chr21",32575000,48084948,125,-0.0727,0.0705,-0.0601,0.0631,"GSM1606856"
"sampleid","chr22",16373925,51222283,298,-0.061,0.0692,-0.0583,0.0625,"GSM1606856"
"sampleid","chr3",155000,75425000,429,0.053,0.0767,0.0571,0.0682,"GSM1606856"
"sampleid","chr3",75550000,89852427,23,-0.1466,0.1159,-0.1367,0.1086,"GSM1606856"
"sampleid","chr3",93602427,97025000,6,0.0817,0.0706,0.1053,0.0472,"GSM1606856"
"sampleid","chr3",97600000,197831215,520,0.2682,0.1044,0.2622,0.0924,"GSM1606856"
"sampleid","chr4",55000,151325000,581,-0.1579,0.1119,-0.1428,0.1014,"GSM1606856"
"sampleid","chr4",151525000,190972138,161,-0.4186,0.1172,-0.3998,0.1296,"GSM1606856"
"sampleid","chr5",55000,17940329,125,0.0288,0.0726,0.0313,0.0774,"GSM1606856"
"sampleid","chr5",19125000,29900000,11,-0.2259,0.0738,-0.2249,0.0661,"GSM1606856"
"sampleid","chr5",31025000,44225000,62,0.0512,0.0742,0.0523,0.0726,"GSM1606856"
"sampleid","chr5",45225000,180777630,651,-0.1244,0.091,-0.1178,0.0873,"GSM1606856"
"sampleid","chr6",155000,170952534,981,-0.1438,0.0984,-0.1306,0.0875,"GSM1606856"
"sampleid","chr7",55000,80525000,468,0.0425,0.092,0.0535,0.0886,"GSM1606856"
"sampleid","chr7",80950000,85550000,11,-0.1812,0.0715,-0.1822,0.0535,"GSM1606856"
"sampleid","chr7",86400000,159039332,473,0.0193,0.0889,0.0275,0.0845,"GSM1606856"
"sampleid","chr8",105000,43494444,279,0.0207,0.0914,0.0268,0.0836,"GSM1606856"
"sampleid","chr8",46969444,146277011,447,0.239,0.0905,0.2344,0.0894,"GSM1606856"
"sampleid","chr9",130000,141076716,383,-0.0421,0.0955,-0.0431,0.0882,"GSM1606856"
"sampleid","chr1",635684,14925000,176,0.0725,0.0967,0.0718,0.083,"GSM1606857"
"sampleid","chr1",15050000,15475000,5,0.3158,0.1143,0.2847,0.1016,"GSM1606857"
"sampleid","chr1",15525000,37975000,248,0.0516,0.0796,0.0589,0.0677,"GSM1606857"
"sampleid","chr1",38025000,45125000,81,0.5643,0.1991,0.5303,0.1794,"GSM1606857"
"sampleid","chr1",45175000,249195311,1083,0.0689,0.1398,0.0822,0.1386,"GSM1606857"
"sampleid","chr10",105000,38350000,231,0.2765,0.1226,0.2699,0.1292,"GSM1606857"
"sampleid","chr10",38525000,74475000,164,-0.2538,0.1821,-0.2216,0.1495,"GSM1606857"
"sampleid","chr10",74675000,75925000,15,0.2128,0.1297,0.2264,0.1377,"GSM1606857"
"sampleid","chr10",76250000,79450000,17,0.6321,0.1527,0.6117,0.1315,"GSM1606857"
"sampleid","chr10",79575000,82175000,25,0.0486,0.0926,0.0513,0.0859,"GSM1606857"
"sampleid","chr10",82225000,84100000,6,0.2797,0.076,0.2804,0.0741,"GSM1606857"
"sampleid","chr10",85100000,101525000,108,-0.2518,0.129,-0.2404,0.1507,"GSM1606857"
"sampleid","chr10",101675000,102125000,6,-0.5393,0.1083,-0.556,0.1405,"GSM1606857"
"sampleid","chr10",102200000,135225000,264,-0.1803,0.1181,-0.1621,0.0972,"GSM1606857"
"sampleid","chr10",135275000,135462374,4,-0.4696,0.1349,-0.4494,0.1369,"GSM1606857"
"sampleid","chr11",130000,4700000,73,-0.1264,0.0946,-0.1174,0.0871,"GSM1606857"
"sampleid","chr11",4850000,6100000,11,-0.6127,0.2352,-0.6092,0.375,"GSM1606857"
"sampleid","chr11",6225000,31650000,144,-0.2214,0.1425,-0.2055,0.1068,"GSM1606857"
"sampleid","chr11",31825000,48125000,90,0.0668,0.1236,0.0832,0.1026,"GSM1606857"
"sampleid","chr11",48550000,50516927,8,-0.2243,0.0658,-0.2077,0.0591,"GSM1606857"
"sampleid","chr11",54922103,56675000,8,-0.6207,0.1711,-0.6201,0.2328,"GSM1606857"
"sampleid","chr11",56975000,71225000,189,0.0736,0.1337,0.087,0.0925,"GSM1606857"
"sampleid","chr11",71275000,71550000,5,-0.0908,0.1054,-0.1379,0.032,"GSM1606857"
"sampleid","chr11",71650000,76950000,56,0.1629,0.0889,0.167,0.0801,"GSM1606857"
"sampleid","chr11",77075000,79625000,17,0.7146,0.1618,0.6947,0.0998,"GSM1606857"
"sampleid","chr11",81250000,123525000,228,-0.0567,0.1568,-0.0271,0.1235,"GSM1606857"
"sampleid","chr11",123700000,124375000,5,-0.2749,0.1022,-0.3031,0.079,"GSM1606857"
"sampleid","chr11",124475000,134500000,78,-0.0052,0.0932,0.0021,0.1099,"GSM1606857"
"sampleid","chr11",134700000,134873258,2,-0.336,0.0149,-0.336,0.0157,"GSM1606857"
"sampleid","chr12",172870,133770948,848,0.1123,0.1386,0.1304,0.1178,"GSM1606857"
"sampleid","chr13",19110000,32100000,98,-0.2183,0.1352,-0.2173,0.1096,"GSM1606857"
"sampleid","chr13",32450000,35525000,15,0.2951,0.1127,0.2914,0.0587,"GSM1606857"
"sampleid","chr13",35800000,44650000,49,-0.2006,0.1776,-0.1595,0.1733,"GSM1606857"
"sampleid","chr13",44825000,46625000,18,0.2129,0.0658,0.2109,0.0903,"GSM1606857"
"sampleid","chr13",46700000,47475000,7,0.46,0.1029,0.4434,0.1141,"GSM1606857"
"sampleid","chr13",47775000,53625000,44,-0.2734,0.1015,-0.2641,0.0965,"GSM1606857"
"sampleid","chr13",54325000,72850000,22,-0.6431,0.1995,-0.6246,0.1463,"GSM1606857"
"sampleid","chr13",73325000,112075000,132,-0.2793,0.2319,-0.2667,0.2043,"GSM1606857"
"sampleid","chr13",112175000,113900000,31,0.3552,0.097,0.3765,0.0943,"GSM1606857"
"sampleid","chr13",113975000,115079939,15,-0.2302,0.1187,-0.2149,0.1085,"GSM1606857"
"sampleid","chr14",19325000,24925000,53,-0.1827,0.2381,-0.1696,0.2999,"GSM1606857"
"sampleid","chr14",25225000,33425000,18,-0.7827,0.1902,-0.7597,0.2043,"GSM1606857"
"sampleid","chr14",33850000,101475000,379,-0.2142,0.167,-0.2073,0.1365,"GSM1606857"
"sampleid","chr14",101525000,106425000,74,0.1347,0.1162,0.1216,0.1285,"GSM1606857"
"sampleid","chr14",106575000,107119770,4,-0.198,0.1726,-0.1498,0.1145,"GSM1606857"
"sampleid","chr15",20225000,57400000,224,-0.2405,0.1571,-0.2234,0.134,"GSM1606857"
"sampleid","chr15",57600000,76025000,163,0.1258,0.1165,0.1531,0.0935,"GSM1606857"
"sampleid","chr15",76100000,85925000,74,-0.1949,0.1007,-0.1757,0.1007,"GSM1606857"
"sampleid","chr15",86075000,87750000,5,-0.6617,0.2593,-0.6918,0.2468,"GSM1606857"
"sampleid","chr15",88550000,102410696,105,-0.1338,0.1486,-0.1284,0.1209,"GSM1606857"
"sampleid","chr16",105000,21550000,178,-0.1453,0.1046,-0.1311,0.0807,"GSM1606857"
"sampleid","chr16",21625000,23275000,13,0.2307,0.1281,0.2482,0.1085,"GSM1606857"
"sampleid","chr16",23425000,58775000,180,0.029,0.1313,0.036,0.126,"GSM1606857"
"sampleid","chr16",59975000,65175000,7,-0.2914,0.2008,-0.3133,0.2267,"GSM1606857"
"sampleid","chr16",65400000,90222377,246,0.1153,0.1261,0.1254,0.121,"GSM1606857"
"sampleid","chr17",25000,875000,14,-0.5442,0.115,-0.5403,0.1541,"GSM1606857"
"sampleid","chr17",925000,81122605,800,-0.0569,0.1519,-0.0428,0.1526,"GSM1606857"
"sampleid","chr18",80000,56400000,172,-0.1915,0.137,-0.1909,0.1253,"GSM1606857"
"sampleid","chr18",56525000,64000000,18,0.1245,0.1294,0.1349,0.1559,"GSM1606857"
"sampleid","chr18",66375000,70225000,6,-0.3239,0.1551,-0.3568,0.0903,"GSM1606857"
"sampleid","chr18",71025000,77983624,47,-0.0571,0.0959,-0.0761,0.0845,"GSM1606857"
"sampleid","chr19",180000,8793599,143,-0.1181,0.0774,-0.1041,0.0547,"GSM1606857"
"sampleid","chr19",9025000,16750000,114,0.4467,0.1841,0.4024,0.1506,"GSM1606857"
"sampleid","chr19",16875000,19825000,51,0.0123,0.0914,-0.0085,0.0843,"GSM1606857"
"sampleid","chr19",19900000,28015891,21,-0.3122,0.0969,-0.2934,0.0909,"GSM1606857"
"sampleid","chr19",28775000,30025000,4,0.0519,0.0679,0.0284,0.0252,"GSM1606857"
"sampleid","chr19",30100000,30925000,8,0.8704,0.309,0.8756,0.3466,"GSM1606857"
"sampleid","chr19",31375000,44275000,137,-0.0868,0.1214,-0.0761,0.102,"GSM1606857"
"sampleid","chr19",44325000,44875000,8,-0.406,0.1289,-0.3966,0.0712,"GSM1606857"
"sampleid","chr19",45000000,59084492,221,-0.1755,0.1116,-0.1538,0.1029,"GSM1606857"
"sampleid","chr2",130000,26525000,175,-0.2431,0.1582,-0.2107,0.1435,"GSM1606857"
"sampleid","chr2",26575000,33825000,51,0.0091,0.0944,0.017,0.1059,"GSM1606857"
"sampleid","chr2",33925000,38625000,19,-0.2949,0.0921,-0.312,0.0711,"GSM1606857"
"sampleid","chr2",38725000,48925000,73,-0.0347,0.1087,-0.0347,0.1211,"GSM1606857"
"sampleid","chr2",49600000,53300000,7,-0.3243,0.1418,-0.3096,0.1865,"GSM1606857"
"sampleid","chr2",53850000,54950000,10,-0.0594,0.0744,-0.0506,0.0409,"GSM1606857"
"sampleid","chr2",55125000,57450000,12,0.6287,0.1407,0.6382,0.1343,"GSM1606857"
"sampleid","chr2",58475000,75925000,118,0.0113,0.1118,0.0234,0.1089,"GSM1606857"
"sampleid","chr2",76650000,83425000,10,-0.2565,0.1631,-0.2262,0.1043,"GSM1606857"
"sampleid","chr2",84125000,98800000,73,0.064,0.1147,0.0694,0.107,"GSM1606857"
"sampleid","chr2",98900000,100425000,14,0.393,0.1046,0.3788,0.1452,"GSM1606857"
"sampleid","chr2",100675000,101725000,9,0.0657,0.1094,0.0604,0.1015,"GSM1606857"
"sampleid","chr2",101850000,107150000,32,-0.652,0.1794,-0.614,0.1306,"GSM1606857"
"sampleid","chr2",107350000,162625000,235,-0.0055,0.148,1e-04,0.1333,"GSM1606857"
"sampleid","chr2",163050000,168250000,14,-0.1705,0.1009,-0.213,0.1142,"GSM1606857"
"sampleid","chr2",168550000,187550000,91,0.0212,0.118,0.0221,0.0958,"GSM1606857"
"sampleid","chr2",187675000,190150000,7,-0.4465,0.1353,-0.4602,0.1047,"GSM1606857"
"sampleid","chr2",190325000,211075000,100,-0.0028,0.0996,0.0047,0.0956,"GSM1606857"
"sampleid","chr2",211225000,215450000,7,-0.2436,0.1184,-0.2293,0.1007,"GSM1606857"
"sampleid","chr2",215900000,243026238,225,0.0721,0.0936,0.0789,0.0913,"GSM1606857"
"sampleid","chr20",155000,21400000,100,-0.0568,0.1091,-0.0627,0.0974,"GSM1606857"
"sampleid","chr20",21475000,62907760,259,0.1681,0.0879,0.167,0.0765,"GSM1606857"
"sampleid","chr21",10848948,32125000,32,-0.3318,0.2353,-0.3504,0.2618,"GSM1606857"
"sampleid","chr21",32575000,36275000,23,0.009,0.0641,0.0084,0.08,"GSM1606857"
"sampleid","chr21",36375000,38475000,10,-0.5095,0.1372,-0.4846,0.1202,"GSM1606857"
"sampleid","chr21",38575000,39575000,7,0.3984,0.1346,0.3825,0.0693,"GSM1606857"
"sampleid","chr21",39875000,42225000,10,-0.6265,0.1532,-0.6405,0.2011,"GSM1606857"
"sampleid","chr21",42450000,45225000,33,-0.3802,0.0955,-0.3656,0.0986,"GSM1606857"
"sampleid","chr21",45325000,48084948,42,0.013,0.099,0.0247,0.0769,"GSM1606857"
"sampleid","chr22",16373925,17575000,4,-0.247,0.0761,-0.249,0.0945,"GSM1606857"
"sampleid","chr22",17625000,22325000,51,0.1038,0.0893,0.1122,0.0973,"GSM1606857"
"sampleid","chr22",22600000,51222283,243,-0.1137,0.0871,-0.1098,0.0784,"GSM1606857"
"sampleid","chr3",155000,2600000,5,-0.3512,0.2709,-0.2694,0.3551,"GSM1606857"
"sampleid","chr3",3100000,75550000,425,-0.0574,0.1363,-0.0367,0.1103,"GSM1606857"
"sampleid","chr3",75675000,81825000,10,-0.3082,0.1715,-0.3165,0.1161,"GSM1606857"
"sampleid","chr3",82350000,100125000,33,-0.7068,0.2833,-0.6746,0.2545,"GSM1606857"
"sampleid","chr3",100275000,102000000,11,-0.0905,0.1107,-0.074,0.1466,"GSM1606857"
"sampleid","chr3",103300000,118300000,55,-0.8295,0.241,-0.7924,0.2281,"GSM1606857"
"sampleid","chr3",118875000,129675000,104,-0.1648,0.1171,-0.1487,0.1109,"GSM1606857"
"sampleid","chr3",129750000,130275000,4,-0.4651,0.1132,-0.473,0.1014,"GSM1606857"
"sampleid","chr3",130525000,143000000,73,-0.2084,0.0965,-0.2113,0.1039,"GSM1606857"
"sampleid","chr3",143400000,146650000,6,-0.4335,0.1232,-0.4326,0.0992,"GSM1606857"
"sampleid","chr3",147075000,151075000,25,0.2058,0.121,0.2278,0.0884,"GSM1606857"
"sampleid","chr3",151350000,161550000,44,-0.2648,0.1382,-0.2681,0.1515,"GSM1606857"
"sampleid","chr3",163475000,170250000,19,0.4515,0.1669,0.4282,0.1523,"GSM1606857"
"sampleid","chr3",170450000,173125000,17,0.1697,0.0925,0.1674,0.0934,"GSM1606857"
"sampleid","chr3",173525000,182125000,27,-0.4991,0.2051,-0.5123,0.1424,"GSM1606857"
"sampleid","chr3",182475000,197831215,120,-0.2317,0.1456,-0.2273,0.1559,"GSM1606857"
"sampleid","chr4",55000,60944667,293,0.0208,0.1688,0.0256,0.1691,"GSM1606857"
"sampleid","chr4",62250000,71375000,13,-0.4229,0.2237,-0.4029,0.2405,"GSM1606857"
"sampleid","chr4",71575000,77025000,25,-0.0035,0.1028,-0.003,0.0921,"GSM1606857"
"sampleid","chr4",77150000,77725000,6,0.3773,0.0973,0.3828,0.0861,"GSM1606857"
"sampleid","chr4",77825000,190972138,405,-0.1481,0.1441,-0.1314,0.1365,"GSM1606857"
"sampleid","chr5",55000,275000,5,-0.1372,0.0741,-0.1641,0.0556,"GSM1606857"
"sampleid","chr5",325000,8975000,78,0.2188,0.0998,0.2256,0.111,"GSM1606857"
"sampleid","chr5",9325000,11625000,13,0.6177,0.2261,0.6761,0.1811,"GSM1606857"
"sampleid","chr5",11925000,13850000,4,-0.2485,0.143,-0.2696,0.1205,"GSM1606857"
"sampleid","chr5",14050000,17940329,25,-0.0421,0.0843,-0.0536,0.0823,"GSM1606857"
"sampleid","chr5",19125000,46027821,75,-0.2953,0.1642,-0.2819,0.1495,"GSM1606857"
"sampleid","chr5",49677821,59575000,40,-0.7754,0.1995,-0.7805,0.2057,"GSM1606857"
"sampleid","chr5",60025000,160975000,464,-0.3047,0.1661,-0.2804,0.1596,"GSM1606857"
"sampleid","chr5",161125000,167325000,11,-0.5843,0.1784,-0.5338,0.201,"GSM1606857"
"sampleid","chr5",167575000,180777630,134,-0.1741,0.0966,-0.1676,0.093,"GSM1606857"
"sampleid","chr6",155000,28975000,223,-0.0883,0.1289,-0.0787,0.1208,"GSM1606857"
"sampleid","chr6",29050000,29375000,5,-0.6422,0.1611,-0.605,0.1546,"GSM1606857"
"sampleid","chr6",29425000,30475000,21,-0.0914,0.0954,-0.0674,0.0515,"GSM1606857"
"sampleid","chr6",30525000,31175000,13,0.4182,0.088,0.4072,0.0708,"GSM1606857"
"sampleid","chr6",31225000,34050000,46,-0.0301,0.1047,-0.0039,0.0718,"GSM1606857"
"sampleid","chr6",34125000,34725000,9,0.2035,0.0793,0.2153,0.0395,"GSM1606857"
"sampleid","chr6",34800000,170952534,664,-0.094,0.1544,-0.0687,0.1262,"GSM1606857"
"sampleid","chr7",55000,33875000,233,-0.2365,0.1705,-0.2109,0.1532,"GSM1606857"
"sampleid","chr7",34075000,40175000,33,0.0675,0.1115,0.0922,0.1189,"GSM1606857"
"sampleid","chr7",40500000,72925000,151,-0.1666,0.1582,-0.1518,0.1464,"GSM1606857"
"sampleid","chr7",72975000,73375000,8,0.1905,0.0762,0.1831,0.0839,"GSM1606857"
"sampleid","chr7",73475000,86650000,56,-0.0967,0.1475,-0.081,0.1725,"GSM1606857"
"sampleid","chr7",86775000,157225000,437,0.1497,0.1459,0.1701,0.1295,"GSM1606857"
"sampleid","chr7",157275000,158375000,23,0.3857,0.0678,0.3848,0.0577,"GSM1606857"
"sampleid","chr7",158450000,159039332,11,0.1136,0.0708,0.1071,0.0442,"GSM1606857"
"sampleid","chr8",105000,146277011,726,0.0072,0.17,0.0307,0.1495,"GSM1606857"
